1.00000e+07 1.50177e-01
7.78801e+06 4.26048e-01
6.06531e+06 9.37030e-01
4.72367e+06 1.46043e+00
3.67879e+06 2.19592e+00
2.86505e+06 3.18484e+00
2.23130e+06 2.83175e+00
1.73774e+06 3.06038e+00
1.35335e+06 2.85299e+00
1.05399e+06 2.80515e+00
8.20850e+05 3.61012e+00
6.39279e+05 3.18740e+00
4.97871e+05 1.95819e+00
3.87742e+05 2.47962e+00
3.01974e+05 2.25758e+00
2.35177e+05 1.91273e+00
1.83156e+05 1.58535e+00
1.42642e+05 1.53578e+00
1.11090e+05 1.27904e+00
8.65170e+04 1.28031e+00
6.73795e+04 1.13934e+00
5.24752e+04 1.04388e+00
4.08677e+04 9.45724e-01
3.18278e+04 9.95668e-01
2.47875e+04 9.16142e-01
1.93045e+04 8.78986e-01
1.50344e+04 8.55297e-01
1.17088e+04 8.34356e-01
9.11882e+03 8.19417e-01
7.10174e+03 7.93538e-01
5.53084e+03 7.96315e-01
4.30743e+03 7.83701e-01
3.35463e+03 7.67069e-01
2.61259e+03 7.64438e-01
2.03468e+03 7.56764e-01
1.58461e+03 7.49211e-01
1.23410e+03 7.36074e-01
9.61117e+02 7.27496e-01
7.48518e+02 7.16094e-01
5.82947e+02 7.09852e-01
4.53999e+02 7.06097e-01
3.53575e+02 6.96307e-01
2.75365e+02 6.76246e-01
2.14454e+02 6.52340e-01
1.67017e+02 6.65341e-01
1.30073e+02 5.86303e-01
1.01301e+02 6.35691e-01
7.88933e+01 5.91390e-01
6.14421e+01 6.19156e-01
4.78512e+01 5.79736e-01
3.72665e+01 4.81957e-01
2.90232e+01 5.68214e-01
2.26033e+01 3.98077e-01
1.76035e+01 5.41845e-01
1.37096e+01 5.36839e-01
1.06770e+01 5.11812e-01
8.31529e+00 3.23098e-01
6.47595e+00 4.02509e-01
5.04348e+00 4.98300e-01
3.92786e+00 5.11486e-01
3.05902e+00 5.23871e-01
2.38240e+00 5.25021e-01
1.85540e+00 5.31988e-01
1.63740e+00 5.34470e-01
1.44500e+00 5.33963e-01
1.27520e+00 5.11823e-01
1.12540e+00 5.05336e-01
9.93120e-01 5.19322e-01
8.76420e-01 5.26708e-01
7.73440e-01 5.32115e-01
6.82560e-01 5.35789e-01
6.02360e-01 5.36875e-01
5.31580e-01 5.33949e-01
4.69120e-01 5.25970e-01
4.13990e-01 5.17252e-01
3.89260e-01 5.10048e-01
3.65280e-01 5.01626e-01
3.42060e-01 4.93301e-01
3.19610e-01 4.86299e-01
2.97920e-01 4.84519e-01
2.76990e-01 4.89338e-01
2.56830e-01 5.00221e-01
2.37420e-01 5.15540e-01
2.18780e-01 5.34604e-01
2.00900e-01 5.55465e-01
1.83780e-01 5.80190e-01
1.67430e-01 6.08529e-01
1.51830e-01 6.41806e-01
1.37000e-01 6.80055e-01
1.22930e-01 7.18012e-01
1.09630e-01 7.51440e-01
9.70800e-02 7.74583e-01
8.53970e-02 7.80982e-01
7.42760e-02 7.63865e-01
6.40170e-02 7.19194e-01
5.45200e-02 6.47456e-01
4.57850e-02 5.53276e-01
3.78130e-02 4.45312e-01
3.06020e-02 3.34246e-01
2.41540e-02 2.30680e-01
1.84670e-02 1.43705e-01
1.35430e-02 7.85061e-02
9.38050e-03 3.59232e-02
5.98040e-03 1.26840e-02
3.34230e-03 2.93138e-03
1.46630e-03 2.92711e-04
3.52380e-04 4.20417e-06
