1.00000e+07 1.34558e-01
7.78801e+06 3.78708e-01
6.06531e+06 8.26550e-01
4.72367e+06 1.28238e+00
3.67879e+06 1.91670e+00
2.86505e+06 2.73029e+00
2.23130e+06 2.43441e+00
1.73774e+06 2.59964e+00
1.35335e+06 2.40080e+00
1.05399e+06 2.32611e+00
8.20850e+05 2.87741e+00
6.39279e+05 2.49031e+00
4.97871e+05 1.56268e+00
3.87742e+05 1.94012e+00
3.01974e+05 1.73447e+00
2.35177e+05 1.46694e+00
1.83156e+05 1.22628e+00
1.42642e+05 1.17053e+00
1.11090e+05 9.86445e-01
8.65170e+04 9.73353e-01
6.73795e+04 8.70001e-01
5.24752e+04 8.00535e-01
4.08677e+04 7.30915e-01
3.18278e+04 7.57290e-01
2.47875e+04 7.01486e-01
1.93045e+04 6.74862e-01
1.50344e+04 6.57364e-01
1.17088e+04 6.42034e-01
9.11882e+03 6.31151e-01
7.10174e+03 6.13191e-01
5.53084e+03 6.14398e-01
4.30743e+03 6.05512e-01
3.35463e+03 5.94211e-01
2.61259e+03 5.92430e-01
2.03468e+03 5.86961e-01
1.58461e+03 5.82121e-01
1.23410e+03 5.73442e-01
9.61117e+02 5.67678e-01
7.48518e+02 5.60090e-01
5.82947e+02 5.56232e-01
4.53999e+02 5.54164e-01
3.53575e+02 5.47395e-01
2.75365e+02 5.33898e-01
2.14454e+02 5.16115e-01
1.67017e+02 5.27883e-01
1.30073e+02 4.68930e-01
1.01301e+02 5.09152e-01
7.88933e+01 4.75746e-01
6.14421e+01 4.98934e-01
4.78512e+01 4.70487e-01
3.72665e+01 3.95046e-01
2.90232e+01 4.65427e-01
2.26033e+01 3.32993e-01
1.76035e+01 4.48558e-01
1.37096e+01 4.44774e-01
1.06770e+01 4.26976e-01
8.31529e+00 2.73347e-01
6.47595e+00 3.47718e-01
5.04348e+00 4.23238e-01
3.92786e+00 4.33286e-01
3.05902e+00 4.42824e-01
2.38240e+00 4.44435e-01
1.85540e+00 4.50352e-01
1.63740e+00 4.52761e-01
1.44500e+00 4.53069e-01
1.27520e+00 4.37343e-01
1.12540e+00 4.33735e-01
9.93120e-01 4.45588e-01
8.76420e-01 4.52374e-01
7.73440e-01 4.57810e-01
6.82560e-01 4.62055e-01
6.02360e-01 4.64358e-01
5.31580e-01 4.63495e-01
4.69120e-01 4.58619e-01
4.13990e-01 4.52892e-01
3.89260e-01 4.48208e-01
3.65280e-01 4.42675e-01
3.42060e-01 4.37455e-01
3.19610e-01 4.33465e-01
2.97920e-01 4.34082e-01
2.76990e-01 4.40585e-01
2.56830e-01 4.52859e-01
2.37420e-01 4.69959e-01
2.18780e-01 4.91801e-01
2.00900e-01 5.17047e-01
1.83780e-01 5.48172e-01
1.67430e-01 5.85322e-01
1.51830e-01 6.30194e-01
1.37000e-01 6.82979e-01
1.22930e-01 7.38168e-01
1.09630e-01 7.90779e-01
9.70800e-02 8.33643e-01
8.53970e-02 8.58637e-01
7.42760e-02 8.56694e-01
6.40170e-02 8.21468e-01
5.45200e-02 7.52020e-01
4.57850e-02 6.52464e-01
3.78130e-02 5.32322e-01
3.06020e-02 4.04302e-01
2.41540e-02 2.81845e-01
1.84670e-02 1.76999e-01
1.35430e-02 9.72574e-02
9.38050e-03 4.46468e-02
5.98040e-03 1.57593e-02
3.34230e-03 3.62014e-03
1.46630e-03 3.55890e-04
3.52380e-04 5.01975e-06
